HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
1201000010,1201.00.00.10,1201.00.00.10 (1988-01/2011-12),198801,201112,KGM,KGM (1988-01/2011-12),198801,201112,"Soya beans, for sowing","Fèves de soja, pour ensemencer"
1201000020,1201.00.00.20,1201.00.00.20 (1988-01/2011-12),198801,201112,KGM,KGM (1988-01/2011-12),198801,201112,"Soya beans, for oil extraction","Fèves de soja, pour l'extraction d'huile"
1201000090,1201.00.00.90,1201.00.00.90 (1988-01/2011-12),198801,201112,KGM,KGM (1988-01/2011-12),198801,201112,"Soya beans, except for sowing and oil extraction","Fèves de soja, a/q pour ensemencer ou l'extraction d'huile"
1201100000,1201.10.00.00,1201.10.00.00 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Soya beans, seed for sowing, whether or not broken","Fèves de soja, de semence, même concassées"
1201900010,1201.90.00.10,1201.90.00.10 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Soya beans, for oil extraction","Fèves de soja, pour l'extraction d'huile"
1201900090,1201.90.00.90,1201.90.00.90 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Soya beans, other than seed for sowing, whether or not broken, nes","Fèves de soja, autres que de semence, même concassées, nda"
1202100000,1202.10.00.00,1202.10.00.00 (1988-01/2011-12),198801,201112,KGM,KGM (1988-01/2011-12),198801,201112,Ground-nuts in shell not roasted or otherwise cooked,"Arachides en coques, non grillées ni autrement cuites"
1202200000,1202.20.00.00,1202.20.00.00 (1991-07/2011-12),199107,201112,KGM,KGM (1991-07/2011-12),199107,201112,"Ground-nuts shelled, w/n broken, not roasted or otherwise cooked","Arachides, décortiquées, même concassées, non grillées ni autrement cuites"
1202200010,1202.20.00.10,1202.20.00.10 (1988-01/1991-06),198801,199106,KGM,KGM (1988-01/1991-06),198801,199106,"Ground-nuts shelled, w/n broken, not roasted or otherwise cooked, for sowing","Arachides décortiquées,même concassées,non grillées ni autr cuites,pour ensemen"
1202200020,1202.20.00.20,1202.20.00.20 (1990-01/1991-06),199001,199106,KGM,KGM (1990-01/1991-06),199001,199106,"Ground-nuts shelled, w/n broken, not roasted or o/w cooked,for oil extraction","Arachides décortiquées, même concassées, non grillées/cuites,pr extraction huile"
1202200090,1202.20.00.90,1202.20.00.90 (1988-01/1989-12),198801,198912,KGM,KGM (1988-01/1989-12),198801,198912,"Ground-nuts shelled, w/n broken, not roasted or otherwise cooked, nes","Arachides décortiquées, même concassées, non grillées ni autrement cuites, nda"
1202200090,1202.20.00.90,1202.20.00.90 (1990-01/1991-06),199001,199106,KGM,KGM (1990-01/1991-06),199001,199106,"Ground-nuts shelled, w/n broken, not roasted or otherwise cooked, nes","Arachides décortiquées, même concassées, non grillées ni autrement cuites, nda"
1202300000,1202.30.00.00,1202.30.00.00 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Ground-nuts, seed for sowing, not roasted/otherwise cooked, w/n shelled/broken","Arachides de semence,non grillées/autrement cuites,même décortiquées/concassées"
1202410000,1202.41.00.00,1202.41.00.00 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Ground-nuts, other than for sowing, in shell, not roasted or otherwise cooked","Arachides, autres que de semence, en coques, non grillées ni autrement cuites"
