HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
501000000,0501.00.00.00,0501.00.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Hair, human, unworked, washed or scoured or not and waste","Cheveux, bruts, même lavés ou dégraissés, et déchets de cheveux"
502100000,0502.10.00.00,0502.10.00.00 (1996-01/9999-12),199601,999912,KGM,KGM (1996-01/9999-12),199601,999912,"Bristles, hair and waste of pigs, hogs or boars",Soies de porc ou de sanglier et déchets de ces soies
502100010,0502.10.00.10,0502.10.00.10 (1988-01/1995-12),198801,199512,KGM,KGM (1988-01/1995-12),198801,199512,"Bristles, hair and waste of pigs, hogs or boars, not processed","Soies de porc ou de sanglier et déchets de ces soies, non traités"
502100020,0502.10.00.20,0502.10.00.20 (1988-01/1995-12),198801,199512,KGM,KGM (1988-01/1995-12),198801,199512,"Bristles, hair and waste of pigs, hogs or boars, processed","Soies de porc ou de sanglier et déchets de ces soies, traités"
502900000,0502.90.00.00,0502.90.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,Hair and waste of badger and other brush making hair,Poils de blaireau et autres poils pour la brosserie et déchets de ces poils
503000000,0503.00.00.00,0503.00.00.00 (1998-01/2006-12),199801,200612,KGM,KGM (1998-01/2006-12),199801,200612,Horsehair and waste put up or not as a layer with or without supg material,"Crins et déchets de crins, même en nappes avec ou sans support"
503001000,0503.00.10.00,0503.00.10.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,Horsehair and waste put up as a layer with support material,"Crins et déchets de crins, en nappes avec support"
503009000,0503.00.90.00,0503.00.90.00 (1996-01/1997-12),199601,199712,KGM,KGM (1996-01/1997-12),199601,199712,"Horsehair and waste, nes","Crins et déchets de crins, nda"
503009010,0503.00.90.10,0503.00.90.10 (1988-01/1995-12),198801,199512,KGM,KGM (1988-01/1995-12),198801,199512,Horsehair and waste not processed,"Crins et déchets de crins, non traités"
503009020,0503.00.90.20,0503.00.90.20 (1988-01/1995-12),198801,199512,KGM,KGM (1988-01/1995-12),198801,199512,"Horsehair and waste processed, nes","Crins et déchets de crins, traités, nda"
504000011,0504.00.00.11,0504.00.00.11 (1988-01/2011-12),198801,201112,KGM,KGM (1988-01/2011-12),198801,201112,"Sausage casings of sheep, whole or in pieces","Enveloppes pour saucisses ou saucissons, boyaux de mouton, entiers ou morceaux"
504000012,0504.00.00.12,0504.00.00.12 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Sausage casings, of hog","Enveloppes pour saucisses ou saucissons, de porc"
