HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
3301110000,3301.11.00.00,3301.11.00.00 (1988-01/2006-12),198801,200612,KGM,KGM (1988-01/2006-12),198801,200612,Essential oils of bergamot,Huiles essentielles de bergamote
3301120000,3301.12.00.00,3301.12.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,Essential oils of orange,Huiles essentielles d'orange
3301130000,3301.13.00.00,3301.13.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,Essential oils of lemon,Huiles essentielles de citron
3301140000,3301.14.00.00,3301.14.00.00 (1988-01/2006-12),198801,200612,KGM,KGM (1988-01/2006-12),198801,200612,Essential oils of lime,Huiles essentielles de lime ou limette
3301190000,3301.19.00.00,3301.19.00.00 (1998-01/2006-12),199801,200612,KGM,KGM (1998-01/2006-12),199801,200612,"Essential oils of citrus fruits, nes","Huiles essentielles d'agrumes, nda"
3301190000,3301.19.00.00,3301.19.00.00 (2017-02/9999-12),201702,999912,KGM,KGM (2017-02/9999-12),201702,999912,"Essential oils of citrus fruit, nes","Huiles essentielles d'agrumes, nda"
3301190010,3301.19.00.10,3301.19.00.10 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,Essential oils of mandarin,Huiles essentielles de mandarine
3301190090,3301.19.00.90,3301.19.00.90 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Essential oils of citrus fruits, nes","Huiles essentielles d'agrumes, nda"
3301191000,3301.19.10.00,3301.19.10.00 (2007-01/2017-01),200701,201701,KGM,KGM (2007-01/2017-01),200701,201701,Essential oils of bergamot or lime,"Huiles essentielles de bergamote, lime ou limette"
3301199000,3301.19.90.00,3301.19.90.00 (2007-01/2017-01),200701,201701,KGM,KGM (2007-01/2017-01),200701,201701,"Essential oils of citrus fruit, nes","Huiles essentielles d'agrumes, nda"
3301210000,3301.21.00.00,3301.21.00.00 (1988-01/2006-12),198801,200612,KGM,KGM (1988-01/2006-12),198801,200612,Essential oils of geranium,Huiles essentielles de gŽranium
3301220000,3301.22.00.00,3301.22.00.00 (1988-01/2006-12),198801,200612,KGM,KGM (1988-01/2006-12),198801,200612,Essential oils of jasmin,Huiles essentielles de jasmin
3301230000,3301.23.00.00,3301.23.00.00 (1988-01/2006-12),198801,200612,KGM,KGM (1988-01/2006-12),198801,200612,Essential oils of lavender or of lavandin,Huiles essentielles de lavande ou de lavandin
3301240000,3301.24.00.00,3301.24.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,Essential oils of peppermint (mentha piperita),Huiles essentielles de menthe poivrŽe (mentha piperita)
3301250000,3301.25.00.00,3301.25.00.00 (2017-01/9999-12),201701,999912,KGM,KGM (2017-01/9999-12),201701,999912,"Essential oils of mints, nes","Huiles essentielles de menthes, nda"
3301250010,3301.25.00.10,3301.25.00.10 (1988-01/2016-12),198801,201612,KGM,KGM (1988-01/2016-12),198801,201612,Essential oils of spearmint,Huiles essentielles de menthe verte
3301250090,3301.25.00.90,3301.25.00.90 (1988-01/2016-12),198801,201612,KGM,KGM (1988-01/2016-12),198801,201612,"Essential oils of mints, nes","Huiles essentielles de menthes, nda"
3301260000,3301.26.00.00,3301.26.00.00 (1988-01/2006-12),198801,200612,KGM,KGM (1988-01/2006-12),198801,200612,Essential oils of vetiver,Huiles essentielles de vŽtiver
3301290000,3301.29.00.00,3301.29.00.00 (2017-01/9999-12),201701,999912,KGM,KGM (2017-01/9999-12),201701,999912,"Essential oils, nes","Huiles essentielles, nda"
3301290010,3301.29.00.10,3301.29.00.10 (1998-01/2016-12),199801,201612,KGM,KGM (1998-01/2016-12),199801,201612,Essential oils of clove,Huiles essentielles de girofle
3301290020,3301.29.00.20,3301.29.00.20 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,Essential oils of garlic,Huiles essentielles d'ail
3301290030,3301.29.00.30,3301.29.00.30 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,Essential oils of cedarwood or nutmeg,Huiles essentielles de cdre ou de muscade
3301290090,3301.29.00.90,3301.29.00.90 (1998-01/2006-12),199801,200612,KGM,KGM (1998-01/2006-12),199801,200612,"Essential oils, other than those of citrus fruits, nes","Huiles essentielles, autre que d'agrumes, nda"
3301290090,3301.29.00.90,3301.29.00.90 (2007-01/2011-12),200701,201112,KGM,KGM (2007-01/2011-12),200701,201112,"Essential oils, nes","Huiles essentielles, nda"
3301290090,3301.29.00.90,3301.29.00.90 (2012-01/2016-12),201201,201612,KGM,KGM (2012-01/2016-12),201201,201612,"Other essential oils, nes","Autres huiles essentielles, nda"
3301291010,3301.29.10.10,3301.29.10.10 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,Essential oils of clove,Huiles essentielles de girofle
3301291090,3301.29.10.90,3301.29.10.90 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Essential oils of citronella, lemon grass, rose or ylang-ylang","Huiles essentielles de citronnelle, de lemon-grass, de rose ou d'ilang-ilang"
3301299010,3301.29.90.10,3301.29.90.10 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,Essential oils of garlic,Huiles essentielles d'ail
3301299020,3301.29.90.20,3301.29.90.20 (1990-01/1997-12),199001,199712,KGM,KGM (1990-01/1997-12),199001,199712,Essential oils of cedarwood or nutmeg,Huiles essentielles de cdre ou de muscade
3301299090,3301.29.90.90,3301.29.90.90 (1988-01/1989-12),198801,198912,KGM,KGM (1988-01/1989-12),198801,198912,"Essential oils, nes","Huiles essentielles, nda"
3301299090,3301.29.90.90,3301.29.90.90 (1990-01/1997-12),199001,199712,KGM,KGM (1990-01/1997-12),199001,199712,"Essential oils, nes","Huiles essentielles, nda"
3301300000,3301.30.00.00,3301.30.00.00 (1988-01/1989-12),198801,198912,KGM,KGM (1988-01/1989-12),198801,198912,Resinoids,RŽsino•des
3301301000,3301.30.10.00,3301.30.10.00 (1990-01/9999-12),199001,999912,KGM,KGM (1990-01/9999-12),199001,999912,Oleoresin paprika,OlŽorŽsines de paprika
3301309000,3301.30.90.00,3301.30.90.00 (1990-01/9999-12),199001,999912,KGM,KGM (1990-01/9999-12),199001,999912,"Resinoids, nes","RŽsino•des, nda"
3301900000,3301.90.00.00,3301.90.00.00 (1988-01/1995-12),198801,199512,KGM,KGM (1988-01/1995-12),198801,199512,Conc & aqueous distls of essential oils; terpenic by-products of essential oils,Sol conc d'huiles essent;sous-prod terp rŽsid;eau dist & sol aque d'huil essent
3301900000,3301.90.00.00,3301.90.00.00 (1996-01/9999-12),199601,999912,KGM,KGM (1996-01/9999-12),199601,999912,Conc & aqueous distls of essential oils; terpenic by-products of essential oils,Sol conc d'huiles essent;sous-prod terp rŽsid;eau dist & sol aque d'huil essent
3302100000,3302.10.00.00,3302.10.00.00 (1988-01/1995-12),198801,199512,KGM,KGM (1988-01/1995-12),198801,199512,Mixtures of odoriferous substances for the food or drink industries,MŽlanges de subst odorifŽrantes des type util pour ind aliment ou des boissons
3302100000,3302.10.00.00,3302.10.00.00 (2019-01/9999-12),201901,999912,KGM,KGM (2019-01/9999-12),201901,999912,"Mixt of odoriferous subst, inc alcohlic sol, for the food or drink industries","MŽlanges de subst odorif, sol alco, des type util pr ind aliment ou des boissons"
3302101000,3302.10.10.00,3302.10.10.00 (1996-01/1998-08),199601,199808,LTR,LTR (1996-01/1998-08),199601,199808,Compound alcoholic preparations of a kind used for the manufacture of bev,"PrŽparations alcooliques composŽes, des types utilisŽs pour la fab des bois"
3302101100,3302.10.11.00,3302.10.11.00 (1998-09/2018-12),199809,201812,LTR,LTR (1998-09/2018-12),199809,201812,"Compd alcoholic prep,with an alcoholic strength by vol >0.5% vol,f mfr beverages","PrŽp alcooliques comp,titre alcoomŽtrique vq >0,5% vol, pour la fab des boissons"
3302101200,3302.10.12.00,3302.10.12.00 (1998-09/2018-12),199809,201812,LTR,LTR (1998-09/2018-12),199809,201812,"Compd alcoholic prep,with an alcoholic strength by vol<=0.5% vol,f mfr beverages","PrŽp alcooliques comp,titre alcoomŽtrique vq<=0,5% vol, pour la fab des boissons"
3302109000,3302.10.90.00,3302.10.90.00 (1996-01/2018-12),199601,201812,KGM,KGM (1996-01/2018-12),199601,201812,"Compound alcoholic preparations, for the mfr of beverages, nes","PrŽparations alcooliques composŽes, des types util pr la fab des boisson, nda"
