HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
2901100010,2901.10.00.10,2901.10.00.10 (1998-01/2015-06),199801,201506,LTR,LTR (1998-01/2015-06),199801,201506,Butanes,Butanes
2901100011,2901.10.00.11,2901.10.00.11 (2015-07/9999-12),201507,999912,LTR,LTR (2015-07/9999-12),201507,999912,"n-Butane, saturated","n-Butane, saturé"
2901100012,2901.10.00.12,2901.10.00.12 (2015-07/9999-12),201507,999912,LTR,LTR (2015-07/9999-12),201507,999912,"2-Methylpropane (isobutane), saturated","2-Méthylpropane (isobutane), saturé"
2901100020,2901.10.00.20,2901.10.00.20 (1998-01/9999-12),199801,999912,KGM,KGM (1998-01/9999-12),199801,999912,"Hexanes, saturated","Hexanes, saturés"
2901100030,2901.10.00.30,2901.10.00.30 (1998-01/9999-12),199801,999912,KGM,KGM (1998-01/9999-12),199801,999912,"Pentanes, saturated","Pentanes, saturés"
2901100040,2901.10.00.40,2901.10.00.40 (1998-01/9999-12),199801,999912,KGM,KGM (1998-01/9999-12),199801,999912,"Ethane, saturated","Éthane, saturés"
2901100090,2901.10.00.90,2901.10.00.90 (1998-01/9999-12),199801,999912,KGM,KGM (1998-01/9999-12),199801,999912,"Saturated acyclic hydrocarbons, nes","Hydrocarbures acycliques saturés, nda"
2901101010,2901.10.10.10,2901.10.10.10 (1988-01/1997-12),198801,199712,LTR,LTR (1988-01/1997-12),198801,199712,Butanes,Butanes
2901101020,2901.10.10.20,2901.10.10.20 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,Hexanes,Hexanes
2901109010,2901.10.90.10,2901.10.90.10 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,Pentanes,Pentanes
2901109020,2901.10.90.20,2901.10.90.20 (1990-01/1997-12),199001,199712,KGM,KGM (1990-01/1997-12),199001,199712,Ethane,Éthane
2901109090,2901.10.90.90,2901.10.90.90 (1988-01/1989-12),198801,198912,KGM,KGM (1988-01/1989-12),198801,198912,"Saturated acyclic hydrocarbons, nes","Hydrocarbures acycliques saturés, nda"
2901109090,2901.10.90.90,2901.10.90.90 (1990-01/1997-12),199001,199712,KGM,KGM (1990-01/1997-12),199001,199712,"Saturated acyclic hydrocarbons, nes","Hydrocarbures acycliques saturés, nda"
2901210000,2901.21.00.00,2901.21.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Ethylene, unsaturated","Éthylène, non saturé"
2901220000,2901.22.00.00,2901.22.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Propene (propylene), unsaturated","Propène (propylène), non saturé"
2901230010,2901.23.00.10,2901.23.00.10 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"1-Butene, unsaturated","1-Butène, non saturé"
2901230020,2901.23.00.20,2901.23.00.20 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Isobutene, unsaturated","Isobutène, non saturé"
2901230090,2901.23.00.90,2901.23.00.90 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Butene (butylene) and isomers thereof, nes, unsaturated","Butène (butylène) et ses isomères, nda, non saturés"
2901240000,2901.24.00.00,2901.24.00.00 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Buta-1,3-diene and isoprene, unsaturated","Buta-1,3-diène et isoprène, non saturés"
2901240010,2901.24.00.10,2901.24.00.10 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Buta-1,3-diene","Buta-1,3-diène"
2901240020,2901.24.00.20,2901.24.00.20 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,Isoprene,Isoprène
2901241000,2901.24.10.00,2901.24.10.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Buta-1,3-diene","Buta-1,3-diène"
2901242000,2901.24.20.00,2901.24.20.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,Isoprene,Isoprène
2901290010,2901.29.00.10,2901.29.00.10 (1988-01/1989-12),198801,198912,KGM,KGM (1988-01/1989-12),198801,198912,Nonenes,Nonènes
2901290011,2901.29.00.11,2901.29.00.11 (1990-01/9999-12),199001,999912,KGM,KGM (1990-01/9999-12),199001,999912,"1-Octene, unsaturated","1-Octène, non saturé"
2901290012,2901.29.00.12,2901.29.00.12 (1990-01/9999-12),199001,999912,KGM,KGM (1990-01/9999-12),199001,999912,"1-Hexene, unsaturated","1-Hexène, non saturé"
2901290013,2901.29.00.13,2901.29.00.13 (1990-01/2011-12),199001,201112,KGM,KGM (1990-01/2011-12),199001,201112,1-nonene,1-Nonène
2901290014,2901.29.00.14,2901.29.00.14 (1990-01/2011-12),199001,201112,KGM,KGM (1990-01/2011-12),199001,201112,1-heptene,1-Heptène
2901290015,2901.29.00.15,2901.29.00.15 (1990-01/2011-12),199001,201112,KGM,KGM (1990-01/2011-12),199001,201112,1-pentene,1-Pentène
2901290019,2901.29.00.19,2901.29.00.19 (1990-01/2011-12),199001,201112,KGM,KGM (1990-01/2011-12),199001,201112,"Linear alpha olefins, unmixed, nes","Alpha-oléfines linéaires, non mélangées, nda"
2901290019,2901.29.00.19,2901.29.00.19 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Linear alpha olefins, unmixed, unsaturated, nes","Alpha oléfines linéaires, non mélangées, non saturés, nda"
2901290020,2901.29.00.20,2901.29.00.20 (1988-01/1989-12),198801,198912,KGM,KGM (1988-01/1989-12),198801,198912,Heptenes,Heptènes
2901290030,2901.29.00.30,2901.29.00.30 (1988-01/1989-12),198801,198912,KGM,KGM (1988-01/1989-12),198801,198912,Acetylene,Acétylène
2901290040,2901.29.00.40,2901.29.00.40 (1988-01/1989-12),198801,198912,KGM,KGM (1988-01/1989-12),198801,198912,1-Hexene,Hexène-1
2901290050,2901.29.00.50,2901.29.00.50 (1988-01/1989-12),198801,198912,KGM,KGM (1988-01/1989-12),198801,198912,1-Octene,Octène-1
2901290090,2901.29.00.90,2901.29.00.90 (1988-01/1989-12),198801,198912,KGM,KGM (1988-01/1989-12),198801,198912,"Unsaturated acyclic hydrocarbons, nes","Hydrocarbures acycliques non saturés, nda"
2901290091,2901.29.00.91,2901.29.00.91 (1990-01/9999-12),199001,999912,KGM,KGM (1990-01/9999-12),199001,999912,"Nonenes, unsaturated","Nonènes, non saturés"
2901290092,2901.29.00.92,2901.29.00.92 (1990-01/2011-12),199001,201112,KGM,KGM (1990-01/2011-12),199001,201112,Heptenes,Heptènes
2901290093,2901.29.00.93,2901.29.00.93 (1990-01/2011-12),199001,201112,KGM,KGM (1990-01/2011-12),199001,201112,Acetylene,Acétylène
2901290099,2901.29.00.99,2901.29.00.99 (1990-01/2011-12),199001,201112,KGM,KGM (1990-01/2011-12),199001,201112,"Unsaturated acyclic hydrocarbons, nes","Hydrocarbures acycliques non saturés, nda"
2901290099,2901.29.00.99,2901.29.00.99 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Acyclic hydrocarbons, unsaturated, nes","Hydrocarbures acycliques, non saturés, nda"
2902110000,2902.11.00.00,2902.11.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,Cyclohexane,Cyclohexane
2902190000,2902.19.00.00,2902.19.00.00 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Cyclanes, cyclenes or cycloterpenes hydrocarbons, nes","Hydrocarbures cyclaniques, cycléniques ou cycloterpéniques, nda"
2902190011,2902.19.00.11,2902.19.00.11 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,Dipentene,Dipentène
2902190019,2902.19.00.19,2902.19.00.19 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,Camphene or pinene,Camphène ou pinène
2902190021,2902.19.00.21,2902.19.00.21 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,Cyclopropane,Cyclopropane
