HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
9601100000,9601.10.00.00,9601.10.00.00 (1988-01/9999-12),198801,999912,,N/A (1988-01/9999-12),198801,999912,Worked ivory and articles thereof,Ivoire travaillé et ouvrages en ivoire
9601900000,9601.90.00.00,9601.90.00.00 (1988-01/9999-12),198801,999912,,N/A (1988-01/9999-12),198801,999912,"Animal carving material, and articles thereof, incl moulded articles, nes","Matières animales à tailler et articles en ces matières, incl moulés, nda"
9602001000,9602.00.10.00,9602.00.10.00 (1988-01/1989-12),198801,198912,,N/A (1988-01/1989-12),198801,198912,Gelatin capsules for pharmaceutical products; artificial honeycombs,Caps en gélatine(gélules) pr prod pharma; cire gauffrée en rayons pr ruches
9602001010,9602.00.10.10,9602.00.10.10 (1990-01/1997-12),199001,199712,MIL,MIL (1994-01/1997-12),199401,199712,Gelatin capsules for pharmaceutical products,Capsules en gélatine (gélules) pour produits pharmaceutiques
9602001010,9602.00.10.10,9602.00.10.10 (1990-01/1997-12),199001,199712,,N/A (1990-01/1993-12),199001,199312,Gelatin capsules for pharmaceutical products,Capsules en gélatine (gélules) pour produits pharmaceutiques
9602001010,9602.00.10.10,9602.00.10.10 (1998-01/2011-12),199801,201112,,N/A (1998-01/2011-12),199801,201112,"Honeycombs, artificial",Cire gaufrée en rayons pour ruches
9602001020,9602.00.10.20,9602.00.10.20 (1990-01/1997-12),199001,199712,,N/A (1990-01/1997-12),199001,199712,"Honeycombs, artificial",Cire gauffrée en rayons pour ruches
9602001020,9602.00.10.20,9602.00.10.20 (1998-01/9999-12),199801,999912,MIL,MIL (1998-01/9999-12),199801,999912,Gelatin capsules for pharmaceutical products,Capsules en gélatine (gélules) pour produits pharmaceutiques
9602001030,9602.00.10.30,9602.00.10.30 (1998-01/2011-12),199801,201112,,N/A (1998-01/2011-12),199801,201112,Worked amber for use in the manufacture of jewellery,Ambre ouvré devant servir à la fabrication de bijouterie
9602001090,9602.00.10.90,9602.00.10.90 (2012-01/9999-12),201201,999912,,N/A (2012-01/9999-12),201201,999912,Artificial honeycombs; worked amber for use in the manufacture of jewellery,Cire gaufrée en rayon pr ruche; ambre ouvré devant servir à la fab de bijouterie
9602009000,9602.00.90.00,9602.00.90.00 (1988-01/1989-12),198801,198912,,N/A (1988-01/1989-12),198801,198912,"Worked veg/min carving mat & art thereof; art of stearin/nat gums/resins,etc,nes","Mati vég/min à tail tra & art en ces mati; art en cire,gomme,résine nat,etc,nda"
9602009000,9602.00.90.00,9602.00.90.00 (2012-01/9999-12),201201,999912,,N/A (2012-01/9999-12),201201,999912,"Worked veg/min carving mat & art thereof; art of stearin/nat gums/resins,etc,nes","Mati vég/min à tail tra et art en ces mati; art en cire,gomme,résine nat,etc,nda"
9602009010,9602.00.90.10,9602.00.90.10 (1990-01/2011-12),199001,201112,,N/A (1990-01/2011-12),199001,201112,"Articles of wax, moulded or carved","Articles en cire, moulés ou taillés"
9602009090,9602.00.90.90,9602.00.90.90 (1990-01/1997-12),199001,199712,,N/A (1990-01/1997-12),199001,199712,Worked veg/min carving mat & art thereof; art of stearin/nat gums/resins etc nes,"Mati vég/min à tail tra & art en ces mati;art en cire,gomme,résine nat,etc,nda"
