HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
2401101000,2401.10.10.00,2401.10.10.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Tobacco, unmfd, unstemmed or stripped, for use as wrappers, in the mfr of cigars","Tabac brut ou non fabriqué, non écôté, pour capes dans la fab des cigares"
2401109100,2401.10.91.00,2401.10.91.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Tobacco, unmanufactured, not stemmed or stripped, turkish type","Tabac brut ou non fabriqué, non écôté, type turc"
2401109900,2401.10.99.00,2401.10.99.00 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Tobacco, unmanufactured, not stemmed or stripped, nes","Tabac brut ou non fabriqué, non écôté, nda"
2401109910,2401.10.99.10,2401.10.99.10 (1988-01/2011-12),198801,201112,KGM,KGM (1988-01/2011-12),198801,201112,"Tobacco, unmanufactured, not stemmed or stripped, bright virginia, flue-cured","Tabac brut ou non fabriqué, non écôté, Virginie jaune clair, séché à l'air chaud"
2401109920,2401.10.99.20,2401.10.99.20 (1988-01/2011-12),198801,201112,KGM,KGM (1988-01/2011-12),198801,201112,"Tobacco, unmanufactured, not stemmed or stripped, burley","Tabac brut ou non fabriqué, non écôté, Burley"
2401109930,2401.10.99.30,2401.10.99.30 (1988-01/2011-12),198801,201112,KGM,KGM (1988-01/2011-12),198801,201112,"Tobacco, unmanufactured, not stemmed or stripped, cigar leaf","Tabac brut ou non fabriqué, non écôté, pour cigares en feuilles"
2401109990,2401.10.99.90,2401.10.99.90 (1988-01/2011-12),198801,201112,KGM,KGM (1988-01/2011-12),198801,201112,"Tobacco, unmanufactured, not stemmed or stripped, nes","Tabac brut ou non fabriqué, non écôté, nda"
2401201000,2401.20.10.00,2401.20.10.00 (1988-01/1996-12),198801,199612,KGM,KGM (1988-01/1996-12),198801,199612,"Tobacco, unmanufactured, partly/wholly stemmed/stripped,for use in mfr of cigars","Tabac brut ou non fab, partiellement ou entièrement écôté, pour fab de cigare"
2401201000,2401.20.10.00,2401.20.10.00 (1998-01/9999-12),199801,999912,KGM,KGM (1998-01/9999-12),199801,999912,"Tobacco wrapper, unmfd, partly/wholly stemmed/stripped,for use in mfr of cigars","Capes de tabacs, brut/non fab, part ou ent écôtés, pour fab de cigare"
2401201100,2401.20.11.00,2401.20.11.00 (1997-01/1997-12),199701,199712,KGM,KGM (1997-01/1997-12),199701,199712,"Tobacco wrapper unmfd, partly/wholly stemmed/stripped,for use in mfr of cigars","Capes de tabacs, brut/non fab, part ou ent écôtés, pour fab de cigare"
2401201900,2401.20.19.00,2401.20.19.00 (1997-01/1997-12),199701,199712,KGM,KGM (1997-01/1997-12),199701,199712,"Tobacco unmfd, nes, partly/wholly stemmed/stripped,for use in mfr of cigars","Tabac brut ou non fab, nda, partiellement/entièrement écôté, pour fab de cigare"
2401209010,2401.20.90.10,2401.20.90.10 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tobacco, unmfd, partly/wholly stemmed/stripped, bright virginia flue-cured","Tabac brut ou non fab, ent ou part écôté, Virginie jaune clair, séché air chaud"
2401209010,2401.20.90.10,2401.20.90.10 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Tobacco unmfd, nes, partly/wholly stemmed/stripped,for use in mfr of cigars","Tabac brut ou non fab, nda, partiellement/entièrement écôté, pour fab de cigare"
